Post title,Post link,Post type,Campaign name,Posted by,Created date,Campaign start date,Campaign end date,Audience,Impressions,Views (Excluding offsite video views),Offsite Views,Clicks,Click through rate (CTR),Likes,Comments,Reposts,Follows,Engagement rate,Content Type
"""The vision is to see more #startups  emerging from the Arab community."" 
Tsofen تسوفن צופן's Annual Conference which will be held on June 12 and broadcast live on ynet celebrates 15 years of activity alongside marking 5 years of partnership with USAID. 

Make sure to secure your seat. Registration link in the first comment below. 

Thank you to our amazing supporters for helping our vision become a reality! USAID Bank Hapoalim בנק הפועלים Cadence Design Systems Babcom High-Tech Meitar | Law Offices Israel Innovation Authority רשות החדשנות Edmond De Rothschild Partnerships תעסוקדע

#tech_bridges Merav Boaz - Boozy מירב (בוזי) בועז Maisam Jaljuli #communitydevelopment  #dei 

https://lnkd.in/drUtcD5G",https://www.linkedin.com/feed/update/urn:li:activity:7070293562373865472,Organic,,Kinneret Belzer,06/02/2023,,,All followers,1104,,,23,0.020833334,6,1,1,,0.028079711,
"🎉Exciting news! 🎉

Out of a whopping 4000 brilliant minds from 8th and 9th grades nationwide, our ""lessons in hi-tech"" participants from Ara High School won 3rd place in the #aws #getit  program! 

Introducing S.A.S - the School Attendance System, an ingenious solution designed to save countless hours traditionally wasted on taking attendance each lesson. It's not just an idea, it's a revolution in the way we perceive and manage time in classrooms.

Thank you to the amazing Manal Saabni for your leadership and guidance and to our partners - Principal Simat Younis and Hanan Akil Younis - your commitment to innovation and education is truly inspiring.

Today, we don't just celebrate a win, but the spirit of innovation, the pursuit of efficiency, and a vision for a more technologically advanced future in education. Onwards and upwards! #AraSchool #AWSGETIT #Innovation #EdTech Tsofen تسوفن צופן Maisam Jaljuli Yaron Shilat Igor Shoykhet",https://www.linkedin.com/feed/update/urn:li:activity:7069755727543681025,Organic,,Kinneret Belzer,05/31/2023,,,All followers,1490,,,99,0.066442952,20,1,1,,0.08120805,
"Students in Tsofen تسوفن צופן  تسوفن צופן  high school exposure program “Lessons in Hi-Tech” had an amazing opportunity to visit Tel Aviv University  for an exclusive tour! 🚀🎓

During this eye-opening experience, the students were immersed in the world of #innovation, #technology, and #academic  excellence and got a firsthand glimpse into the dynamic hi-tech #ecosystem and the cutting-edge research happening at Tel Aviv University. 🌐💡

The tour offered an incredible chance for these aspiring young minds to explore the vast opportunities that lie ahead in the field of technology. They interacted with faculty members, and students who shared their passion and expertise, inspiring them to pursue their dreams in the exciting world of hi-tech! 💼💻

We would like to express our heartfelt gratitude to Tel Aviv University for their warm welcome and their commitment to nurturing the next generation of innovators. 🙌🌟

A special shout-out to all the participants of “Lessons in Hi-Tech” who showed incredible enthusiasm, curiosity, and eagerness to learn throughout the visit. Your dedication is truly commendable! 👏👏

Tsofen’s “Lessons in Hi-Tech” program continues to empower and equip young talents with the knowledge and skills needed to excel in the digital age. Together, we are shaping a brighter future for the tech industry, one student at a time! 💪💫Maisam Jaljuli  Sujood Nassar  Manal Saabni   

#Tsofen #LessonsInHiTech #TelAvivUniversity #HiTechEducation #InspiringTheNextGeneration",https://www.linkedin.com/feed/update/urn:li:activity:7069281306567729152,Organic,,Kinneret Belzer,05/29/2023,,,All followers,1634,,,74,0.045287639,20,1,0,,0.058139537,
"Thanks Via for hosting the talented students of Ort Brauda College at your  offices. 🏢 It was a wonderful opportunity for them to explore the company's innovative products and dive into engaging simulations for technological interviews. 💡

A big shout-out to the amazing HR team at Via  who went above and beyond in answering all the thoughtful questions from the students. Your dedication and support made this experience truly exceptional! 👏

At Tsofen تسوفن צופן  we take pride in being a bridge between the academic world and the dynamic hi-tech industry. 🌉 We believe in nurturing the next generation of engineers and providing them with real-world insights to help shape their future careers. 🚀


#ViaTours #EngineeringEducation #BridgingTheGap #FutureEngineers",https://www.linkedin.com/feed/update/urn:li:activity:7068839628144877568,Organic,,Kinneret Belzer,05/28/2023,,,All followers,954,,,36,0.03773585,9,1,0,,0.04821803,
"Engaging Youth in the Hi-Tech world! 🌟
We are thrilled to share the incredible experience our high school students had during a recent visit to NVIDIA aimed at raising awareness and knowledge about the hi-tech world and inspiring their pursuit of advanced scientific fields. 

During the visit, students had the privilege of engaging with software engineers who provided valuable insights into the cutting-edge products being developed, captivating our students and igniting their passion for #innovation and #technology . 

Together, let's continue to unlock the potential of our future leaders and propel them towards a promising and impactful future in the realm of technology. 🚀
#YouthEmpowerment #HiTechIndustry #InspiringFutureLeaders #EducationMatters Manal Saabni Maisam Jaljuli Tsofen تسوفن צופן",https://www.linkedin.com/feed/update/urn:li:activity:7068556696918368256,Organic,,Kinneret Belzer,05/28/2023,,,All followers,2048,,,514,0.250976563,26,0,2,,0.264648438,
"Tsofen's highly anticipated Annual Conference is just around the corner, and it promises to be an event like no other. Join us as we explore the intersection of #technology, #socialimpact, and #publicpolicy with renowned leaders from the Hi-Tech Industry, Third Sector, and Government!

NVIDIA IATI - Israel Advanced Technology Industries Google Cadence Design Systems Intel Corporation Check Point Software Technologies Ltd SolarEdge Technologies 

Roi Herzog Hassan Towafra Yossi Matias Mwassi Ahmad Dadi Perlmutter Ramzi halabi Maisam Jaljuli Merav Boaz - Boozy מירב (בוזי) בועז Imad Telhami Karin Mayer Rubinstein Ola Baker Osnat Haj Yahia Hazim Gara Ariel Levanon Bella Abrahams - בלה אברהמס Miryam Steinitz Ziyad Hanna

USAID #tech_bridges

Registration link in the first comment below: ",https://www.linkedin.com/feed/update/urn:li:activity:7068472004508565504,Organic,,Kinneret Belzer,05/28/2023,,,All followers,1575,,,44,0.027936507,22,2,1,,0.043809526,
"#גיוון_זה_העסק_שלנו__2023 תעסוקדע
Our experience at Tsofen تسوفن צופן proves it - diversity in hi-tech works!
For example: The winning team in our recent #hackathon2023 was a mixed group of Jews and Arabs. The group developed Eco Detector, an application that analyzes the #environmental #footprint of a product and encourages consumers to make wise and proper purchases while offering alternatives. When a consumer makes a purchase, they take a picture of the receipt's barcode through the app, and then receive notifications about consumption and notifications prior to the expiration date - so the consumer is reminded to  use them ahead of time!",https://www.linkedin.com/feed/update/urn:li:activity:7066677476550225921,Organic,,Kinneret Belzer,05/23/2023,,,All followers,1940,,,59,0.03041237,34,1,1,,0.048969071,
"#Ecohack has successfully concluded in the spirit of diversity, friendship and cooperation! Two dozen teams of Arab and Jewish, ultra-orthodox and secular #techies participated in this 2-day event, working hard to develop innovative solutions to #ecological challenges. 

We were honored to be joined by an impressive panel of esteemed judges: former MK Dov Khenin, Chair of the Israel Climate Forum which operates under the auspices of the Office of the President of the state of Israel ; Fadi Swidan VP Takwin VC; Gabi Zodik, Director at IBM; Dr Nisreen Shehada of NVIDIA; and Rowan Omar from the Technion - Israel Institute of Technology. 

We are privileged to have the support of USAID as part of the #Tech_Bridges project, and the partnership of leading civil society groups Tech Venture 🔹 המיזם הלאומי לשילוב חרדים בהייטק Edmond De Rothschild Partnerships SFL - Sigma Labs JRS and the Tamar Center in the Naqab/Negev. Thank you to the Beit Berl Innovation Center for hosting us in your spectacular venue! 

We would like to thank our dedicated volunteer mentors for your time and effort, and for bringing not only your minds but also your hearts to this special event. We are indebted and grateful to each and every one of you and most particularly to this event's tech leaders, Shalom Weiss and Karim Fanadka, who provided guidance to both participants and mentors! 

We are proud to announce the winners: Carla Kouba Tarek Badran Roba Barham Nadya Mani Tamer Khaskia and בר בנימין won first place for developing an application that helps consumers make informed decisions when shopping, by considering the environmental footprint of each product and comparing alternatives.

In second and third places: an app that offers incentives and rewards for environmentally-friendly behavior, and an educational app that increases environmental awareness. Stay tuned for more information about the winning teams and applications in future days...  

Congrats to the winners and well done to all teams who have come from all across the country to Beit Berl College for the event. 

Shout-out to all the dedicated Tsofen تسوفن צופן team, especially Islam Hag Yahya Layan Bathish and Suhair Eid!",https://www.linkedin.com/feed/update/urn:li:activity:7062880873632735232,Organic,,Naama Nagar,05/12/2023,,,All followers,5130,,,2431,0.473879129,91,8,9,,0.494931787,
"Over 100 participants now attending Tsofen تسوفن צופן’s EcoHack! An intensive couple of days for developing #tech innovations to solve ecological problems. This year we have a particularly #diverse hackathon with secular and #Haredi jews, and #Arabs from across Israel and Eastern Jerusalem. We thank our partners USAID Tech Venture 🔹 המיזם הלאומי לשילוב חרדים בהייטק Beit Berl College Edmond De Rothschild Partnerships SFL - Sigma Labs JRS #Tech_Bridges",https://www.linkedin.com/feed/update/urn:li:activity:7062381969799585792,Organic,,Naama Nagar,05/11/2023,,,All followers,1907,,,397,0.208180383,56,0,16,,0.245936021,
"Have a #brilliant #idea that can #savetheplanet ? 
Dr. Dov Khenin and other prominent leaders want to hear it! Here is your chance to showcase it in front of a leading panel of experts! 3 more days left - make sure to register today! 
www.ecohack.tsofen.org

USAID Beit Berl College #tech_bridges Islam Hag Yahya Maisam Jaljuli Walaa Ibrahim 
",https://www.linkedin.com/feed/update/urn:li:activity:7061372004725047296,Organic,,Kinneret Belzer,05/08/2023,,,All followers,885,,,21,0.023728814,9,2,0,,0.036158193,
,https://www.linkedin.com/feed/update/urn:li:activity:7061264173950771201,Organic,,Kinneret Belzer,05/08/2023,,,All followers,792,,,24,0.030303031,0,0,0,,0.030303031,
"Have questions about landing your first job in #hitech? Want all the lowdown on nailing your first tech interview? 
Meet us at the Technion - Israel Institute of Technology with Intuit! Come prepared with questions, we can't wait to meet you! 
Make sure to register in the link below 👇 

Forsatech Tsofen تسوفن צופן Maisam Jaljuli Walaa Ibrahim Angela Obeid Sokkar Mustafa Ali Ortal Hasan Darweesh",https://www.linkedin.com/feed/update/urn:li:activity:7058883438434471936,Organic,,Kinneret Belzer,05/01/2023,,,All followers,1206,,,54,0.044776119,17,1,3,,0.062189054,
"Have you secured your spot for our #hackathon next week ? Join tech graduates, engineers and software developers in this 36 hour marathon dedicated to developing solutions to our planet's biggest challenges! 

Link to registration in first comment below 

Islam Hag Yahya Maisam Jaljuli Manal Saabni Walaa Ibrahim Layan Bathish",https://www.linkedin.com/feed/update/urn:li:activity:7058418532052537345,Organic,,Kinneret Belzer,04/30/2023,,,All followers,1368,,,49,0.035818715,13,1,3,,0.048245613,
"Important article by Tsofen تسوفن צופן CEO Maisam Jaljuli in TheMarker, marking 75 years of living together in this land and how we can create a #brighterfuture for ALL of Israel's youth. ",https://www.linkedin.com/feed/update/urn:li:activity:7057245955384893441,Organic,,Kinneret Belzer,04/27/2023,,,All followers,1145,,,37,0.032314412,14,0,0,,0.044541486,
"Happy Eid from the Tsofen تسوفن צופן family to yours! Blessing you with joy, happiness and prosperity🌙 


Maisam Jaljuli Walaa Ibrahim Manal Saabni Islam Hag Yahya",https://www.linkedin.com/feed/update/urn:li:activity:7054864217547358210,Organic,,Kinneret Belzer,04/20/2023,,,All followers,885,,,10,0.011299435,17,2,0,,0.032768361,
"Do you have an innovative solution to the world's most pressing issues? Don't miss your spot at the Tsofen EcoHack! Registration is free but make sure to reserve your spot today! #climatechange 
 #watercrisis #heatwaves #foodcrisis #globalwarming 

Tsofen تسوفن צופן #tech_bridges Islam Hag Yahya Arthur Blecher Rawia Khoury Zaher Walaa Ibrahim Maisam Jaljuli USAID",https://www.linkedin.com/feed/update/urn:li:activity:7054404884892196865,Organic,,Kinneret Belzer,04/19/2023,,,All followers,877,,,20,0.022805016,14,1,1,,0.04104903,
"Become a Mentor! We are looking for Jewish & Arab experienced hi-tech engineers (3+) to join our Mentoring Program. Here is your opportunity to #volunteer and #giveback to the community by mentoring Arab #graduates and #undergads integrating into the #tech industry! 

Juman Sharif Mona Tannous Rizik Walaa Ibrahim Maisam Jaljuli Mwassi Ahmad Edmond de Rothschild Foundation (Israel) USAID #tech_bridges ",https://www.linkedin.com/feed/update/urn:li:activity:7052207658853908480,Organic,,Kinneret Belzer,04/13/2023,,,All followers,1211,,,47,0.038810901,14,1,3,,0.053674649,
"Save the Date! Tsofen's 2023 Hackathon #ecohack. Come tackle the world's most pressing environmental challenges!!! Register in the first comment below 

لكي نبني مستقبلًا أمن لنا ولمن بعدنا، علينا أن نحافظ على جودة بيئتنا ونساهم في حمايتها. هاكتون تسوفن ٢٠٢٣ يتيح لكم الفرصة للتوقف للحظة، والتفكير بقضية البيئة وذلك من خلال الاشتراك في مسابقة فريدة من نوعها هدفها إيجاد حلول لمشاكل بيئية مثل الاحتباس الحراري، استهلاك الموارد الطبيعية، تلوث الهواء والماء، هزات ارضية وغيرها. سجلوا واشتركوا وكونوا جزء من تطوير أدوات للحفاظ على البيئة. لكي نضمن مستقبلا امنًا لنا جميعا.
טכנולוגיה, חדשנות ואקולוגיה מעניינים אתכם/ן? הירשמו ל-Hackathon 2023 ותסייעו לפתור בעיות סביבתיות כמו שינויי אקלים, חיסכון במשאבים טבעיים, רעידות אדמה ועוד - במסגרת 
תחרות ייחודית מסוגה!

Islam Hag Yahya Layan Bathish Maisam Jaljuli Manal Manal Saabni Walaa Ibrahim Tsofen تسوفن צופן #tech_bridges",https://www.linkedin.com/feed/update/urn:li:activity:7051113790100140032,Organic,,Kinneret Belzer,04/10/2023,,,All followers,967,,,46,0.047569804,9,0,1,,0.057911064,
"May this #Easter bring you #light #renewal, #beauty and a blossoming #career! Happy Easter from the Tsofen تسوفن צופן family to yours!",https://www.linkedin.com/feed/update/urn:li:activity:7050020476403818496,Organic,,Kinneret Belzer,04/07/2023,,,All followers,870,,,7,0.008045977,9,1,0,,0.01954023,
"Wishing all of our partners, friends and supporters a peaceful and very happy Passover from Tsofen تسوفن צופן.",https://www.linkedin.com/feed/update/urn:li:activity:7049281056809623552,Organic,,Kinneret Belzer,04/05/2023,,,All followers,871,,,15,0.017221585,12,1,1,,0.033295061,
"Tsofen تسوفن צופן #CEO Maisam Jaljuli featured on tech12 ""Most Influential People in Israeli Hi-Tech"" #techlist2023


https://lnkd.in/dZmAxguz",https://www.linkedin.com/feed/update/urn:li:activity:7048969997901078528,Organic,,Kinneret Belzer,04/04/2023,,,All followers,2626,,,56,0.02132521,37,1,0,,0.035795886,
"Last chance to hear about DataCoach!

Datahack, the Technion - Israel Institute of Technology and Tsofen تسوفن צופן  invite you to learn about a new program promoting #datascience  & #ai  in the Arab society. Join us at the Technion campus April 4th!

Layan Bathish Dolev shelly Shay Palachy-Affek Islam Hag Yahya",https://www.linkedin.com/feed/update/urn:li:activity:7047281354190794752,Organic,,Kinneret Belzer,03/30/2023,,,All followers,2713,,,427,0.157390341,19,4,2,,0.166605234,
"Check out the article below to learn which hi-tech companies in Israel are leading in #diversityandinclusion 👇#sharedsociety 


https://lnkd.in/d-tVKrcH",https://www.linkedin.com/feed/update/urn:li:activity:7044605773301059584,Organic,,Kinneret Belzer,03/23/2023,,,All followers,1909,,,96,0.050288107,19,0,1,,0.060764797,
"#ramadankareem from the Tsofen family! 
عائلة تسوفن تهنئكم بحلول شهر رمضان المبارك - 
كل عام وانتم بألف خير! 
משפחת צופן מאחלת לכל החוגגים, חג רמדאן כרים וצום קל! 
🌙Tsofen تسوفن צופן Maisam Jaljuli Walaa Ibrahim Fwaz Haj Islam Hag Yahya",https://www.linkedin.com/feed/update/urn:li:activity:7044380737122242560,Organic,,Kinneret Belzer,03/22/2023,,,All followers,1499,,,35,0.0233489,48,1,1,,0.056704469,
"600+ participants 
20+ companies 
Boundless opportunities...
Tsofen تسوفن צופן  #careerfair2023 


Thank you for our supporters for making this possible Edmond de Rothschild Foundations Mizrahi-Tefahot Bank Forsatech Mwassi Ahmad 

Areen Badarne Angela Obeid Sokkar Arthur Blecher Rawan Qudsi Juman Sharif Mona Tannous Rizik Maisam Jaljuli Manal Saabni",https://www.linkedin.com/feed/update/urn:li:activity:7043979140735115264,Organic,,Kinneret Belzer,03/21/2023,,,All followers,3504,,,1107,0.315924644,72,1,0,,0.336757988,
"יריד התעסוקה של צופן משך היום כ-600 צעירים וצעירות ערבים מרחבי הארץ. היריד, שנערך במרכז הקונגרסים בחיפה, חשף בפני המשתתפים הזדמנויות תעסוקתיות בכ-20 חברות מהמובילות בארץ, בהן
NVIDIA, Amdocs, Philips, Intel Corporation, Yahoo!, SolarEdge Technologies, Marvell Technology, Galil Software Ltd., HAAT Delivery בנק ישראל Bank of Israel ועוד! 
أقيم اليوم معرض التوظيف السنوي لتسوفن، باشتراك 600 خريج وخريجة من انحاء البلاد، في مركز المؤتمرات في حيفا. انكشف الخريجون على امكانيات عمل وتشبيك في الصناعة، من خلال أكثر من 20 شركة هايتك شاركت في المعرض.
כמו כן השתתפו ביריד ארגוני ויוזמות חברה אזרחית, בהם אלפנאר, מרכזי ריאן, Be-Atzmi בעצמי,   North High Tech Park | פארק הייטק צפון   Co-Impact, Sigma Labs JRS, Place-IL.
كما وشاركت معنا المعرض مؤسسات مجتمع مدني تعني بموضوع التشغيل، مثل كو إمبكت ومراكز ريان- الفنار وبعتسمي وسيجما لابس وPlace IL وبرعاية فرصة-تك وصندوق إدموند دي روتشيلد وبنك مزراحي طفحوت.
היריד נערך כחלק מפרוייקט פורסאטק של זרוע העבודה וכן בתרומת קרן Edmond de Rothschild Foundation (Israel) ובחסות Mizrahi-Tefahot Bank
אנחנו בצופן עושים מאמצים כבירים לסייע לצעירות ולצעירים ערבים להשתלב בהייטק, ובמיוחד במצב הקשה של שוק העבודה בתעשייה זו כיום. ההשתתפות של חברות מהשורה הראשונה ביריד היא הוכחה שרבים מקרב הגורמים המשפיעים בתעשייה מבינים את חשיבות השילוב של החברה הערבית בתחום, דווקא עכשיו.
نحن في تسوفن ملتزمون بمساعدة الشابات والشباب العرب للانخراط في الهايتك. خاصة على ضوء الازمة التي تعصف في هذه الصناعة. العرض يثبت أن الشركات الرائدة في الهايتك  تفهم أهمية اندماج المجتمع العربي في العمل بالأخص في هذه الفترة",https://www.linkedin.com/feed/update/urn:li:activity:7042216610312380418,Organic,,Naama Nagar,03/16/2023,,,All followers,4499,,,1204,0.26761502,91,3,0,,0.288508564,
"Wow! What a day! First glimpse of the amazing Tsofen #careerfair2023 Thank you to everyone who came out and helped make this day so fabulous!

Mizrahi-Tefahot Bank Mwassi Ahmad Edmond de Rothschild Foundations Forsatech Tsofen تسوفن צופן Areen Badarne Rawan Qudsi Maisam Jaljuli",https://www.linkedin.com/feed/update/urn:li:activity:7042165686281854977,Organic,,Kinneret Belzer,03/16/2023,,,All followers,5560,,,1756,0.31582734,118,1,2,,0.33758992,
"As a non-profit that focuses on #diversifying  and developing the hi-tech sector as an economic lever for the Arab minority in Israel, these challenging #political  and #economic times have greatly affected us and our beneficiaries. 
On behalf of the communities we serve, we would like to personally reach out and thank the leadership of Riskified, Eido Gal & Assaf Feldman, and all your incredible staff for your generous contribution to Tsofen تسوفن צופן  via Tmura - The Israeli Public Service Venture Fund.  
And to all the amazing Riskified employees who whole heartedly volunteer their time, skills, and knowledge, please know how grateful we are and how much you are appreciated. Huge thank you to Rebecca Woods Baum for taking #csr to the next level!",https://www.linkedin.com/feed/update/urn:li:activity:7041778078192123904,Organic,,Kinneret Belzer,03/15/2023,,,All followers,2317,,,394,0.170047477,14,0,1,,0.176521361,
"Today we learned from Fadi Elobra about #serendipity and how developments in the tech industry change #perceptions and open new #opportunities

Ben Gurion University Career Center המרכז לפיתוח קריירה אוניברסיטת בן גוריון  TALENTEAM -  Recruitment & Diversity Sujood Nassar Maisam Jaljuli Tsofen تسوفن צופן #enteroncampus",https://www.linkedin.com/feed/update/urn:li:activity:7041494137375731712,Organic,,Kinneret Belzer,03/14/2023,,,All followers,1311,,,47,0.035850495,13,0,0,,0.045766592,
"#collaboration with PyCon Israel, mentorship workshop - next week in #telaviv. Register below to reserve your spot!

Keren Attias Cohen yigal alfasi Maisam Jaljuli Tsofen تسوفن צופן",https://www.linkedin.com/feed/update/urn:li:activity:7041399390195920896,Organic,,Kinneret Belzer,03/14/2023,,,All followers,882,,,27,0.030612245,1,2,0,,0.034013607,
"Students in the Negev - join us for this fun event led by Enter in Campus & Fadi Elobra and hosted by Ben Gurion University Career Center המרכז לפיתוח קריירה אוניברסיטת בן גוריון 

Registration link in the first comment below 👇",https://www.linkedin.com/feed/update/urn:li:activity:7041129940011892736,Organic,,Kinneret Belzer,03/13/2023,,,All followers,1110,,,23,0.02072072,7,2,0,,0.02882883,
Huge #congratulations to all our #graduates who completed the #managementskills #course! We are so proud of you all! #nextgeneration of tech leaders!,https://www.linkedin.com/feed/update/urn:li:activity:7040753652545798144,Organic,,Kinneret Belzer,03/12/2023,,,All followers,1207,,,32,0.026512014,4,0,0,,0.029826015,
"As part of our #partnership with Amazon Web Services (AWS) Get IT program our  9th grader's met with hi tech engineers at the AMIT Gogya Pedagogical Innovation Center in Raanana. #bigthanks  to the mentors who #volunteered  their knowledge and experience! 

sewar iraqi  Omar Gharra  
Manal Saabni  Maisam Jaljuli Tsofen تسوفن צופן Yaron Shilat Igor Shoykhet",https://www.linkedin.com/feed/update/urn:li:activity:7040396607627931648,Organic,,Kinneret Belzer,03/11/2023,,,All followers,3096,,,846,0.273255825,37,0,1,,0.285529703,
"For #internationalwomensday Tsofen's #ceo Maisam Jaljuli shares her #insights on the road to management and success, #breakingbarriers while also #embracing the unique traits she brings as an Arab woman in the Israeli public sphere. 

https://lnkd.in/darKh-pi",https://www.linkedin.com/feed/update/urn:li:activity:7039333053969707008,Organic,,Kinneret Belzer,03/08/2023,,,All followers,914,,,13,0.014223195,9,0,0,,0.024070023,
"#hitech #recruiters this one is for you!!! Last days to register for Tsofen's #careerfair! 20+ companies have already reserved their spot. 
Participation is #freeofcharge for #recruiting companies. 
Registration link in first comment below 👇 

Areen Badarne Walaa Ibrahim Rawan Qudsi Arthur Blecher Angela Obeid Sokkar kawkab wattad Asad Shakkour Hanna Khoury Maisam Jaljuli Tsofen تسوفن צופן Forsatech Mizrahi-Tefahot Bank Edmond de Rothschild Foundations",https://www.linkedin.com/feed/update/urn:li:activity:7038589370341240832,Organic,,Kinneret Belzer,03/06/2023,,,All followers,2502,,,228,0.091127098,28,1,3,,0.103916869,
